date,confirmed
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,1
2020-02-15,1
2020-02-16,1
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,1
2020-02-21,1
2020-02-22,1
2020-02-23,1
2020-02-24,1
2020-02-25,1
2020-02-26,1
2020-02-27,1
2020-02-28,1
2020-02-29,1
2020-03-01,2
2020-03-02,2
2020-03-03,2
2020-03-04,2
2020-03-05,3
2020-03-06,15
2020-03-07,15
2020-03-08,49
2020-03-09,55
2020-03-10,59
2020-03-11,60
2020-03-12,67
2020-03-13,80
2020-03-14,109
2020-03-15,110
2020-03-16,150
2020-03-17,196
2020-03-18,196
2020-03-19,256
2020-03-20,285
2020-03-21,294
2020-03-22,327
2020-03-23,366
2020-03-24,402
2020-03-25,456
2020-03-26,495
2020-03-27,536
2020-03-28,576
2020-03-29,609
2020-03-30,656
2020-03-31,710
2020-04-01,779
2020-04-02,865
2020-04-03,985
2020-04-04,1070
2020-04-05,1173
2020-04-06,1322
2020-04-07,1450
2020-04-08,1560
2020-04-09,1699
2020-04-10,1794
2020-04-11,1939
2020-04-12,2065
2020-04-13,2190
2020-04-14,2350
2020-04-15,2505
2020-04-16,2673
2020-04-17,2844
2020-04-18,3032
2020-04-19,3144
2020-04-20,3333
2020-04-21,3490
2020-04-22,3659
2020-04-23,3891
2020-04-24,4092
2020-04-25,4319
2020-04-26,4534
2020-04-27,4782
2020-04-28,5042
2020-04-29,5268
2020-04-30,5537
2020-05-01,5895
2020-05-02,6193
2020-05-03,6465
2020-05-04,6813
2020-05-05,7201
2020-05-06,7588
2020-05-07,7981
2020-05-08,8476
2020-05-09,8964
2020-05-10,9400
2020-05-11,9746
2020-05-12,10093
2020-05-13,10431
2020-05-14,10829
2020-05-15,11228
2020-05-16,11719
2020-05-17,12229
2020-05-18,12764
2020-05-19,13484
2020-05-20,14229
2020-05-21,15003
2020-05-22,15786
2020-05-23,16513
2020-05-24,17265
2020-05-25,17967
2020-05-26,18756
2020-05-27,19666
2020-05-28,20793
2020-05-29,22082
2020-05-30,23449
2020-05-31,24985
2020-06-01,26384
2020-06-02,27536
2020-06-03,28615
2020-06-04,29767
2020-06-05,31115
2020-06-06,32612
2020-06-07,34079
2020-06-08,35444
2020-06-09,36829
2020-06-10,38284
2020-06-11,39726
2020-06-12,41303
2020-06-13,42980
2020-06-14,44598
2020-06-15,46289
2020-06-16,47856
2020-06-17,49219
2020-06-18,50437
2020-06-19,52211
2020-06-20,53758
2020-06-21,55233
2020-06-22,56809
2020-06-23,58141
2020-06-24,59561
2020-06-25,61130
2020-06-26,62755
2020-06-27,63923
2020-06-28,65188
2020-06-29,66754
2020-06-30,68311
2020-07-01,69814
2020-07-02,71299
2020-07-03,72711
2020-07-04,74035
2020-07-05,75253
2020-07-06,76222
2020-07-07,77279
2020-07-08,78304
2020-07-09,79254
2020-07-10,80235
2020-07-11,81158
2020-07-12,82070
2020-07-13,83001
2020-07-14,83930
2020-07-15,84843
2020-07-16,85771
2020-07-17,86474
2020-07-18,87172
2020-07-19,87775
2020-07-20,88402
2020-07-21,89078
2020-07-22,89745
2020-07-23,90413
2020-07-24,91072
2020-07-25,91583
2020-07-26,92062
2020-07-27,92482
2020-07-28,92947
2020-07-29,93356
2020-07-30,93757
2020-07-31,94078
2020-08-01,94316
2020-08-02,94483
2020-08-03,94640
2020-08-04,94752
2020-08-05,94875
2020-08-06,95006
2020-08-07,95147
2020-08-08,95314
2020-08-09,95492
2020-08-10,95666
2020-08-11,95834
2020-08-12,95963
2020-08-13,96108
2020-08-14,96220
2020-08-15,96336
2020-08-16,96475
2020-08-17,96590
2020-08-18,96753
2020-08-19,96914
2020-08-20,97025
2020-08-21,97148
2020-08-22,97237
2020-08-23,97340
2020-08-24,97478
2020-08-25,97619
2020-08-26,97825
2020-08-27,98062
2020-08-28,98285
2020-08-29,98497
2020-08-30,98727
2020-08-31,98939
2020-09-01,99115
2020-09-02,99280
2020-09-03,99425
2020-09-04,99582
2020-09-05,99712
2020-09-06,99863
2020-09-07,100041
2020-09-08,100228
2020-09-09,100403
2020-09-10,100557
2020-09-11,100708
2020-09-12,100856
2020-09-13,101009
2020-09-14,101177
2020-09-15,101340
2020-09-16,101500
2020-09-17,101641
2020-09-18,101772
2020-09-19,101900
2020-09-20,102015
2020-09-21,102141
2020-09-22,102254
2020-09-23,102375
2020-09-24,102513
2020-09-25,102625
2020-09-26,102736
2020-09-27,102840
2020-09-28,102955
2020-09-29,103079
2020-09-30,103198
2020-10-01,103317
2020-10-02,103466
2020-10-03,103575
2020-10-04,103683
2020-10-05,103781
2020-10-06,103902
2020-10-07,104035
2020-10-08,104156
2020-10-09,104262
2020-10-10,104387
2020-10-11,104516
2020-10-12,104648
